Medicine_ID,Counterfeit_Sales
QXV86,2539.1390644395906
TNC52,3258.0699012845066
AEF11,819.9965824439984
DMF12,2793.354281144296
PIV47,2283.8277036229542
FKP38,2743.1935081779134
JSI16,6128.346011501179
GEL15,4082.3735310907923
SAD14,1541.7584606386156
APX64,469.96469257674914
HFF15,1422.566321364818
OJL17,1948.5148046721
RMM57,3658.240619894422
JJZ12,3459.547873968356
CYP90,2595.745010299717
HOA15,3323.0909116085436
TWM83,2185.0394435764497
XFX12,1673.844164464137
UIR34,1509.4899725856542
NXT21,3211.3566063145904
YOC67,3373.3380106103405
CTT10,1750.1553355036315
XTA25,3823.8086474098445
CNH11,2602.153375978094
OIR82,4217.038100333126
KGC13,3658.240619894422
LKT15,2740.217730671109
YFD14,4070.4418880245516
LGE15,2546.778798974082
UTN77,1553.6786518705949
ZPQ72,1989.9414601352776
KSA50,1938.424322742172
WIW15,472.9404700835531
WDS14,816.5673770587834
CUY60,4105.7064806082335
ACW12,3697.3721868323905
HER33,1938.424322742172
GMM11,4040.913190935096
XXE14,3083.3233060046305
OJX13,3482.3367523644383
GUA99,1676.819941970941
HRH29,1958.2893176556677
WFU12,1047.6979957916324
JZM41,2550.165742236376
QMP15,1512.373327685065
AHD74,595.7462837724477
KSE64,2965.9529916718616
YEC92,476.07993095056804
SZO25,4626.762198982473
LKT15,3006.811750025624
SAS13,3211.7469761129764
DUZ10,927.9216162590067
DZI47,3258.0699012845066
MEF33,2995.7850722288385
DQX15,1950.307802617283
KTH72,3334.5874451588243
HPD36,528.3108588261988
NPE65,2269.603115884324
MRG11,2737.10635208606
PQM96,1989.9414601352776
UYP13,481.6253972221692
INU15,1329.7720182035516
ZGG52,3315.751059279085
TQD35,634.7764581397329
YOC67,3016.565016482847
OUB13,1419.471737793867
MII51,1581.5580301613788
VIC29,1296.7447859929464
RDC11,4999.643437609142
EZE26,2779.8890076468238
ZXO53,5729.456911188295
VVO38,346.7486692664847
DKR87,1616.3565415883766
JKR96,1514.013899593795
SDZ43,1268.8913496137634
GGP12,807.3434390679131
FWU13,768.1943602846192
UFA10,2653.218615619869
ZPF14,1986.6207362179252
YCY11,1802.7781644520223
WVE39,2969.8237055367504
EFJ10,4217.038100333126
HLZ81,1394.83748314192
UXH58,3252.977698671726
LHC12,785.3344213810124
PAL64,4999.643437609142
PIN15,5192.847605660381
QAU14,476.56814268740777
ZQW57,892.1177019746302
ELK66,3865.7796648178282
ARR74,521.3117435372576
LJD10,889.1419244678262
IGQ78,1479.518312130271
LKG52,2053.6125507619745
KGF12,3185.4300165360355
RWW49,1581.5580301613788
TZF64,2164.9863482449764
YST51,1024.5927506252578
VOE12,789.2070907729332
SPK13,3452.7491384915925
HWE10,1184.9686371930259
HDN12,478.3420219749878
MTV83,1741.5840977878247
WET13,1568.6288688572938
LGX26,1342.5333099391653
XIL11,3221.131119298158
OHY21,2559.5498854215575
BYA70,1615.4416994908281
UMO34,3908.776432327918
IMW22,3745.2140102412063
CKE54,916.8740310243849
HHT59,1271.8671271205674
DUZ10,901.3654279259173
KYV41,1289.2388956059294
WUK60,4151.96034376256
ZYP12,913.8982535175809
JSD91,2662.6027588050506
HPG22,4082.3735310907923
DIX98,478.3420219749878
MDI34,842.8651700823725
RDC11,3200.720298316191
JYY11,3176.045873350854
OKA72,2128.0501398377446
KIS14,1363.0715274017643
ZJG11,2962.9772141650574
NPE65,2611.518947302983
PRU76,501.6775298808138
TIQ73,2779.8890076468238
ZSC82,595.7462837724477
ZRC14,3002.27123956712
QAE90,998.2949576016687
YTL30,5174.147042851403
KJO95,1581.1468644058884
RIM99,835.7115533565676
MGD92,3624.1694628530704
TKM11,724.7777492290493
NXW60,1309.50607772856
BCL11,4010.721313030941
FKW44,666.5094296059071
WVF37,1878.7683093740247
OAO12,475.6165825286083
UCB79,5566.574562130156
NWQ13,2790.3785036374916
FCY92,2539.1390644395906
TMZ19,3554.454556809293
LZQ97,3212.2168318664717
QKO94,1279.62683968057
SKG14,3221.131119298158
GTU11,615.9790338439025
CEI27,334.4141949520829
MUE19,4107.674466430106
TQD35,3614.394949869503
ADT76,3273.490608665054
WPJ11,3212.2168318664717
GKK14,1746.7483733482993
COQ16,1557.343055531278
JTJ14,1874.8776897696723
CFL52,3779.3020038434915
QUH78,2606.9784368444793
CQK14,1236.1446985011721
URV12,521.722909292748
CTT10,2694.8931701352863
EKB79,3009.787527532428
TRX84,3706.4418271901154
EGU28,3223.243509663257
KAF29,530.41893711299
YQV21,3996.9648778220185
SZO25,599.6369033768001
DUZ10,904.1127392887712
HLD43,2245.2603096860976
CYJ45,2614.4947248097874
BQB14,2120.5338518724366
NAI10,3606.7797643217414
HPG22,3974.358564939292
NCI72,3770.5550004378106
DDK20,2542.238288515578
YGZ30,1750.1553355036315
ORW88,4120.302127376564
ALQ91,1177.9809946621926
MRG12,6161.942627576828
WWF98,2125.0743623309404
VDZ97,3323.0909116085436
VMN22,3012.2759168433918
PAN11,2134.458505516122
MAJ12,3214.9234978370155
ACC80,3211.7469761129764
GNX16,1614.005251600737
XPC22,1358.902525710635
ZQS14,3978.180649758198
LTH47,1755.0504917209398
XSM88,543.244361225279
HLH13,2679.368952898475
XBT14,401.3501959884317
BGH11,2638.9034619719005
FAC22,1178.5594906237861
YQO80,2592.3580670374226
IUN21,2795.2422278839563
QWO29,3719.8434951346844
GNK67,3926.4674131277443
NCN85,505.06447314310816
ZPQ72,1150.8306524008883
KSE64,3066.818388985246
MIH17,4989.59252909248
QKY68,1200.233690590852
FSJ13,2539.1390644395906
VNP14,676.3813524475543
KYJ80,4646.775991333541
ENI41,2275.788152414952
JPO54,3727.968113367807
NUU36,842.8651700823725
WBL95,208.75242519255556
EWF75,3063.842611478442
SPK13,2218.0507532273673
XBT14,1298.2522082468315
OKF75,6384.798827938948
FKP38,3019.1716707176097
ASL20,4145.22400266583
WJO14,254.72876946838417
LOS50,3029.340704516555
MIH17,3056.1104527039583
RVU10,2696.783200416534
JGK92,6055.233121860745
YEC92,2091.4052356706334
KJO95,1676.819941970941
VIC83,2546.778798974082
XBY11,2562.5256629283617
JET13,645.8572932359739
JLD12,1299.16705034438
TNK24,2394.6232884632614
PRU76,2011.270713691795
ZAC12,4999.643437609142
DJA22,3302.747538745621
VPX10,3200.720298316191
FPC14,1586.4531863786872
AEF11,175.51698933389275
YBZ14,3462.52365147516
MRG11,2420.54021968864
ZEE32,4214.470758082283
PYU86,2162.010570738172
FDI10,475.25175868967625
LAP14,3584.0043101425663
RHG44,935.5724534846469
QKY68,305.5355136906511
SFZ66,4328.396094271911
GWU14,3799.416727751356
IOW64,2326.858002535371
NLT14,3269.8470304687885
DSP10,2611.7676606461687
EWF75,2874.4710603963313
OGE14,473.3516358390435
IOW64,2539.1390644395906
ZRC14,3059.302101019938
NNX49,4024.991356921002
TKM11,885.4339490346808
NJD55,2532.3403289628272
PPX45,915.4397174914153
BNU14,472.69298768827366
OHK62,1524.9746186830512
CEY52,209.667267290104
ZNR36,467.94926338900706
NKH42,3195.6280957034105
HMD10,1755.0504917209398
KNX65,1554.5197523742293
OGE14,1898.1011710726466
KAE47,2300.2051490743274
QTR25,1614.005251600737
QYN11,1575.962569952376
ADO13,733.867631310939
WOT11,2614.4947248097874
HPG22,3951.1741362263147
ZWS21,2613.6916836117907
QEG60,4056.466991706752
LVI11,202.3897044234572
QTC50,838.5763947456842
OJX13,2300.2051490743274
JVY11,2559.5498854215575
VMN13,833.6812385283756
XGE53,2653.218615619869
UFA10,2373.588691629681
OPM10,2970.2085370854024
PNK10,487.2276655558176
GDV12,923.9493762085842
BGH11,1608.127386345753
UBT47,1479.518312130271
HRW59,1026.0237958245666
JWP65,2970.2085370854024
QBS73,812.7458777246845
NTB26,911.9788748070763
YSQ17,3751.937369997089
WGC12,2740.217730671109
GLJ63,1682.697807225925
RXK11,1551.5439748674253
DWE31,4117.859571983555
OGW98,3016.1958932108055
BGU29,4185.681266052411
LLI13,1617.9611257615427
UNO45,1750.1553355036315
JNE88,3718.5839701826253
BDC33,1608.127386345753
SHY10,3701.7669337258935
YPI13,3719.8434951346844
YLQ15,1755.0504917209398
FWX31,4044.8676074977648
VFE97,4165.270445070444
RWJ12,1662.6128582462081
NKD77,3782.2777813502958
DGB94,842.8651700823725
YRD11,2742.339144811389
KJO51,573.7617365903264
HCI51,209.667267290104
FTY40,3066.818388985246
QJZ43,1553.6786518705949
BJE52,2559.5498854215575
SXA15,1479.518312130271
RQL15,1342.5333099391653
OUO54,2777.1854271320963
PXU66,334.4141949520829
UJM11,4099.471702801542
DMG17,570.8136962702218
SGZ11,501.6775298808138
WEP87,3047.120892884321
SKA90,1568.6288688572938
CYS10,3176.045873350854
NDQ15,2125.0743623309404
GZY97,2650.242838113065
CKJ42,2743.1935081779134
IPC15,2951.950536368272
ENI41,2227.825266210935
FCQ55,1750.1553355036315
BXE31,1176.6401119132818
NMP43,4187.434065363101
MEF33,608.4122530169857
IWK67,2709.5542868640096
PRU10,3053.134675197154
FKP38,2998.7608497356428
EQV54,1465.2088708933204
AHF89,1650.250585786567
PHH13,3174.2707250986386
GRM60,305.5355136906511
PAL64,3288.5890046466566
NDP41,838.6873308633716
AHD74,3063.842611478442
SBH11,2272.578893391128
JTW13,1449.3509758418572
UQE10,3984.5436704927415
AXH89,4057.307191768345
CQU27,1676.819941970941
PIN15,3232.6276528484386
ZKQ11,3623.3685004848026
PPB10,4129.012513374343
UJM11,3747.236962041161
TKM11,4041.2925248406145
WJU16,860.2505947127502
YBZ14,2275.788152414952
PRU10,608.4122530169857
WUJ11,3107.6771473390086
ORS21,3002.197635370069
OYJ39,2229.0774310241527
HRW59,1888.2165061588016
VKG12,2553.14151974318
MJH13,2700.273814414895
RXO14,863.2263722195542
SVQ36,2958.4367037065535
SRC13,741.725208182676
PJB12,2224.8494887041306
XPC22,1387.6065588981787
JVG23,3206.654773500196
GUM11,726.5617885563855
UYA56,2965.933085932398
TKA46,2745.314922318193
VIC29,1407.8856509186999
ESB61,1910.8722575201223
DRH86,315.94620946715656
VSL11,670.5619770135472
DXX87,2962.9772141650574
LCH20,182.79455220053956
EJZ14,2592.7692327929126
GMU28,1567.7140267597454
AEF11,802.4482828506045
KFJ98,1986.6207362179252
JYM14,4128.938777893876
CGH10,723.5860110495815
XHQ12,838.5763947456842
RLS13,3903.476058551005
ZQK44,4642.235480875037
VJX78,2267.879787616547
RCF13,3931.8416018342728
RXK11,1529.8697749003595
TXX50,2790.915685443609
OPR10,4110.610044605155
OCU12,3232.6276528484386
SIY12,472.3157618507433
HKA14,1776.7246916880056
OOL46,1355.926748203831
OJT30,829.8166587321103
TZF64,2152.409658322131
JUP10,2232.489223238622
GMC11,3258.0699012845066
YMU12,1755.0504917209398
XRU43,5597.9002526857375
OJS40,1969.3091393119457
VGE44,841.5521722524882
JJD44,2694.8931701352863
RCV45,3211.7469761129764
XRH13,1520.0842606715498
CGQ37,602.8029124411264
YKM69,2559.5498854215575
CQK14,1422.566321364818
HLH13,2787.549538138419
FHS14,2696.3831948105426
JTU15,2008.294936184991
QKH44,807.3434390679131
YEY91,2553.14151974318
WRY47,1417.6711651475096
ZEO73,599.6369033768001
JES16,998.2949576016687
JWP65,3211.7469761129764
IKW10,6259.948391665873
OPP86,2841.074222972648
AEN20,2121.6874190686462
LOK28,2134.458505516122
APX64,473.3516358390435
IHO60,4118.431801655935
CNH11,2317.0299284070766
SLY12,2546.778798974082
CKJ42,3016.1958932108055
JZM41,3809.7814233992535
AUN96,4142.705470182785
GDV12,1202.3683675940215
WLW19,1749.744169748141
ORW88,4141.227005964827
KTI10,3334.5874451588243
KGC13,728.8119624152206
IXX58,2837.2386106151394
DVT10,1047.6979957916324
RLY93,785.3344213810124
DCV26,2235.876166500916
NWQ13,1673.844164464137
WXN13,2854.3033982883026
AHZ10,2737.10635208606
JFM47,5210.96386494394
FKP21,481.6253972221692
UAV72,1568.3855726702748
WJW10,2712.5300643708138
LHK43,1989.9224514366006
NQE11,3353.9386738550543
ZAC12,3200.720298316191
LOS50,2962.9772141650574
SWZ52,1082.6421608493326
VKW64,3211.7469761129764
DLH42,3269.5664348347873
FHS14,3063.842611478442
NEH32,839.60217296092
ZEP43,1744.5598752946287
SIJ28,2542.238288515578
TWW48,1343.4481520367137
CTO12,1185.1553577285167
WET13,1755.0504917209398
HLD43,2134.974614846968
OIF72,4056.466991706752
XRI86,2265.06260542582
WBN96,3211.7469761129764
LSU81,3283.496802033876
YEY31,3313.040003091881
VPO73,1976.8254272772535
SMU22,625.3779374685606
KAF29,2317.0299284070766
IFX12,1776.7246916880056
CTT10,1564.7382492529414
MCJ75,1153.7356815152555
UYH71,2639.2161603162795
FOG11,2935.386163680892
UCB79,3603.59214011068
CPZ57,938.5482309914509
FTF15,2697.8689476420905
KBE13,1483.6692944975214
QHL12,3211.080210781495
QGQ10,1776.7246916880056
DFL12,1977.236593032744
FTY40,4702.774232752116
HTQ14,2965.933085932398
BSV80,2185.0394435764497
DCV26,2315.8426738205644
JMH12,2700.273814414895
EZH74,3970.4587222449813
HWE10,833.6812385283756
UYQ40,829.0176390349791
IBY35,3951.1741362263147
JTW13,1235.2298564036237
SIQ14,1416.495960287063
WZF50,3232.6276528484386
DZI47,3221.131119298158
OGP11,3643.0625438019624
LOK28,2114.047684534155
OEQ12,913.8982535175809
BON13,3954.4026727009646
RHS94,2614.4947248097874
TTV54,3006.811750025624
OIT11,608.4122530169857
NSF70,2114.814015776996
OYN80,5192.847605660381
RMF83,3009.787527532428
ZFU57,3053.134675197154
JBP32,1741.5840977878247
ORW88,725.1572453131598
SKK32,2998.7608497356428
FQP55,1514.013899593795
ZWG14,3269.5664348347873
QRC79,1938.424322742172
OXK54,1779.7004691948096
MJX11,807.3434390679131
AHD74,2962.9772141650574
BTP27,1464.833499535877
WHA79,1673.844164464137
VPJ12,2269.603115884324
MII51,1578.1710868990845
LOK28,1874.8776897696723
PZT93,1271.638660976617
ZKO55,1750.1553355036315
FKP21,1741.5840977878247
PNK10,2135.0980614161513
WVE39,645.8572932359739
QJS12,2540.3912292528084
MXK51,1749.7241508551033
YKM69,2550.165742236376
OIF72,2646.8558948507707
CTA35,2953.234969373689
RAH15,3019.1716707176097
EVB28,1178.5594906237861
KXU14,3459.547873968356
BNB10,500.9391850217389
TVF57,1679.722029719121
PYY23,4004.9544914747084
TBK97,1509.397550178261
DKY10,3984.5436704927415
SWG81,1419.471737793867
LDO15,2965.933085932398
HSB92,3277.3633184340965
TKA46,2653.218615619869
RZV10,402.1396891909463
FUN14,724.3014875297079
NAI10,3556.939210639113
BTP27,2697.8689476420905
ZQK44,2735.6772202126053
ADE15,4091.4588258885105
IKW10,4288.5974499935455
FAB15,2577.3274376600402
PJG77,2559.5498854215575
JES16,1021.1286396072584
KFB59,1397.813260648724
KDE69,2232.489223238622
OPR10,3697.3721868323905
PXM14,1461.857722029073
OYC25,3903.476058551005
BFK13,330.52357534773046
TZF64,2198.4411115210187
IMO12,1016.2382815957569
SFQ33,1028.9995733313706
SVE76,2044.228407576793
HJZ96,2546.778798974082
RNM14,2690.154824027101
FOG11,1750.1553355036315
WPJ11,3350.939580050002
SGZ11,1446.3751983350533
ZGG52,2125.0743623309404
UIR34,1524.9746186830512
VNP14,3766.261682309771
CPZ57,726.5617885563855
HOK90,3398.5615956348056
ZVH10,3174.2707250986386
JTL20,974.2242670752682
OOI14,2938.361941187696
EHR84,1664.0586502353274
YEY31,592.7520039244639
GLQ11,1568.6288688572938
SSW11,2542.114841946395
SSW11,518.3359660304536
HWE10,860.2505947127502
FMO17,1509.397550178261
TBI27,3889.3228292134268
XIL11,3211.7469761129764
ZIV91,1955.3135401488637
QXX90,2951.950536368272
PRC68,1400.0315635150412
EEG76,1891.1922836656056
QMP15,1447.2162988386876
UXH58,5176.258869497321
LCT65,838.5763947456842
HWG64,570.8136962702218
XIL11,2970.2085370854024
JZK98,3211.7469761129764
WUV14,4016.918208027656
QIN25,2562.5256629283617
INK89,2128.0501398377446
LNK13,1480.6935169907174
AJM90,4113.09067936025
GCV94,1586.4531863786872
RGL63,4209.634029388244
OVU58,307.07553733589526
OJT30,1000.3312970222892
NJD55,2552.751149944794
QGQ10,1755.0504917209398
QAU14,1643.8878650174686
JVE40,1895.8046200824854
CUP12,3200.720298316191
EHR84,1642.3844502682616
IAR88,3211.7469761129764
IGQ78,403.82229715317766
NGH10,3302.747538745621
OOY30,1750.1553355036315
OCU12,3223.243509663257
NQW13,816.5673770587834
NUY94,609.7660826101163
VSL11,3708.398864629176
LRF62,1977.236593032744
PTX15,2966.3179174810502
RSY89,1026.0237958245666
AQW42,4129.012513374343
NQG12,2562.5256629283617
DQX15,1113.3467765790344
HMI21,2720.6020156537693
OPM10,3347.535384978706
EVN95,6120.208385539197
LLH65,4595.050806347319
COQ16,1755.0504917209398
QBV12,3774.7614933849877
JXN83,635.0003261776955
LWD10,2687.1790465202967
AUO69,2874.4710603963313
FCY92,2546.778798974082
DBA13,998.8742445491381
BYA70,1823.5660571311064
OUB13,1425.5420988716219
IAP53,531.4329043311075
SPK13,2238.4615742093342
VHM53,1578.1710868990845
RXM37,841.5521722524882
GCR10,4217.038100333126
XRY13,2297.2293715675232
VJX78,2559.5498854215575
KXA92,5192.847605660381
RLS13,2559.5498854215575
URV12,518.3359660304536
IHZ66,3223.243509663257
RGM13,1564.7382492529414
WVX10,3190.6693897995283
FCG79,1976.8254272772535
GZY97,3930.1573595540276
YZE70,2539.9800634973185
IHZ66,3176.045873350854
ITH16,2009.6322909814712
RCT12,2795.2422278839563
IMO12,825.9260391277579
NSE67,1586.4531863786872
CJZ63,1919.6017415925985
RZH55,1024.5927506252578
YYE10,1750.6389929526517
IYX45,1488.0305110346003
YSI78,2949.525999129492
KYV41,3643.559983434479
JPO54,5739.642016741744
CNC77,3727.968113367807
TFO71,1105.4758428549221
TKM11,4133.9103853662045
VUG26,2969.8237055367504
PJM18,2224.8494887041306
GSG12,1980.212370539548
OLY11,2121.6874190686462
UMO34,712.1227820455392
UJC79,320.2479948269994
YPI15,1966.2099152359579
JSI16,670.5619770135472
QMP15,1483.6692944975214
QXD11,2114.047684534155
PPB10,4113.09067936025
AHZ10,2692.119243388847
UXH58,3195.6280957034105
HHJ28,2587.101950643608
RLS13,2546.778798974082
LIE73,841.5521722524882
WYF11,4989.868924625574
CGG23,833.6812385283756
RCK21,640.0841961903386
ZEP43,477.7347776178168
GSN53,2232.489223238622
MNO10,723.5860110495815
MVU13,399.5125683623388
FCJ12,3930.1573595540276
YKM69,2587.101950643608
LTH47,1750.1553355036315
WEA21,670.5619770135472
PTZ82,991.223025662592
JKR96,394.95162502191636
IBE74,723.5860110495815
EIJ11,4028.813441739908
TVF57,1461.857722029073
JEF58,1769.3294979663422
SVE76,2155.8737449734076
NCS40,819.5431545655874
GKK14,2134.458505516122
FWK70,2559.5498854215575
LOK28,2181.2562899578506
YPI15,1950.0104655225655
TBT30,3613.8178555391974
YTK96,1095.3849582903265
PHE51,3213.4689966796896
PAN12,2795.2422278839563
FKP21,2969.349120112462
KUR15,1746.768392241337
OKA72,2137.434283022926
BAE93,1697.5761313065238
AWN68,301.6448940862987
KXV82,4103.596072032114
JVR13,2834.262833108335
RWW49,1608.127386345753
GPT28,855.7100842542463
KNX65,2720.6020156537693
CJQ14,3624.1694628530704
DLH42,5279.738055887812
OLD10,606.6935320454788
EEG76,965.4075163837938
TKG19,1959.2041597532161
KAF29,2639.2161603162795
